,executors,structure_type,function,dataset_size,std_percentage
0,4,sorted-asc_bucketed_80,exploding,10000000,0.018597885855115227
1,4,sorted-asc_bucketed_80,union,10000000,0.002971321734160779
2,4,sorted-asc_bucketed_80,earlyStopSortMerge,10000000,0.008229003731439992
3,4,sorted-asc_bucketed_80,exploding,100000,0.06067735223401634
4,4,sorted-asc_bucketed_80,union,100000,0.02353065083729221
5,4,sorted-asc_bucketed_80,earlyStopSortMerge,100000,0.04097571907801117
6,4,sorted-asc_bucketed_80,exploding,1000000,0.005769941705719991
7,4,sorted-asc_bucketed_80,union,1000000,0.011004677448659596
8,4,sorted-asc_bucketed_80,earlyStopSortMerge,1000000,0.01430417158318393
9,4,sorted-asc_bucketed_80,exploding,10000,0.048212220182442984
10,4,sorted-asc_bucketed_80,union,10000,0.029497205508095276
11,4,sorted-asc_bucketed_80,earlyStopSortMerge,10000,0.0704704337271608
12,4,sorted-asc_bucketed_20,exploding,10000000,0.017563673954069874
13,4,sorted-asc_bucketed_20,union,10000000,0.002311517289937657
14,4,sorted-asc_bucketed_20,earlyStopSortMerge,10000000,0.02946711496741744
15,4,sorted-asc_bucketed_20,exploding,100000,0.0970096842216593
16,4,sorted-asc_bucketed_20,union,100000,0.0307403717895998
17,4,sorted-asc_bucketed_20,earlyStopSortMerge,100000,0.04813002837545907
18,4,sorted-asc_bucketed_20,exploding,1000000,0.026277366533142055
19,4,sorted-asc_bucketed_20,union,1000000,0.006959114827404554
20,4,sorted-asc_bucketed_20,earlyStopSortMerge,1000000,0.010502175320768341
21,4,sorted-asc_bucketed_20,exploding,10000,0.09944193877862324
22,4,sorted-asc_bucketed_20,union,10000,0.04922519689130078
23,4,sorted-asc_bucketed_20,earlyStopSortMerge,10000,0.15591961600142346
24,4,sorted-desc,exploding,10000000,0.005084794174699029
25,4,sorted-desc,union,10000000,0.002255064481920858
26,4,sorted-desc,earlyStopSortMerge,10000000,0.005326231304456426
27,4,sorted-desc,exploding,100000,0.021192658887948378
28,4,sorted-desc,union,100000,0.04118505742730911
29,4,sorted-desc,earlyStopSortMerge,100000,0.03384462217201833
30,4,sorted-desc,exploding,1000000,0.015993790525638475
31,4,sorted-desc,union,1000000,0.006185447943216799
32,4,sorted-desc,earlyStopSortMerge,1000000,0.012187697215927721
33,4,sorted-desc,exploding,10000,0.11903732481988859
34,4,sorted-desc,union,10000,0.04956314505239781
35,4,sorted-desc,earlyStopSortMerge,10000,0.06690110256676214
36,4,sorted-asc_bucketed_40,exploding,10000000,0.015647082793667635
37,4,sorted-asc_bucketed_40,union,10000000,0.009292810182299377
38,4,sorted-asc_bucketed_40,earlyStopSortMerge,10000000,0.006045957192300054
39,4,sorted-asc_bucketed_40,exploding,100000,0.03909162611311827
40,4,sorted-asc_bucketed_40,union,100000,0.034307054755776036
41,4,sorted-asc_bucketed_40,earlyStopSortMerge,100000,0.04743132826903805
42,4,sorted-asc_bucketed_40,exploding,1000000,0.010176961988215032
43,4,sorted-asc_bucketed_40,union,1000000,0.010352496422419968
44,4,sorted-asc_bucketed_40,earlyStopSortMerge,1000000,0.006221883856847739
